"brand_name","category_name","product_name","sell_price","url"
"Frigidaire","Appliances_Freezers & Ice Makers_Chest Freezers","Frigidaire EFRF5003 5 CF Chest Freezer","$215.99","https://www.sears.com/frigidaire-efrf5003-5-cf-chest-freezer/p-A120161386"
"Frigidaire","Appliances_Freezers & Ice Makers_Chest Freezers","Frigidaire FFCL2542AW  24.8 cu. ft. Chest Freezer &#8211; White","$1,049.99","https://www.sears.com/frigidaire-ffcl2542aw-24.8-cu-ft-chest-freezer/p-A108395974"
"GE Appliances","Appliances_Freezers & Ice Makers_Chest Freezers","GE Appliances FCM7STWW GE 7.0 Cu. Ft. Manual Defrost Chest Freezer - White","$379.00","https://www.sears.com/ge-appliances-fcm7stww-ge-7.0-cu-ft-manual/p-A118256365"
"Goplus","Appliances_Freezers & Ice Makers_Ice Makers","Goplus Costway Built-In Stainless Steel Commercial 110Lbs/24H Ice Maker Portable Ice Machine","$429.99","https://www.sears.com/goplus-1-16-2.4g-rc-german-tiger-i-battle/p-SPM14808430224"
"GE Appliances","Appliances_Freezers & Ice Makers_Chest Freezers","GE Appliances FCM16SLWW 15.7 cu. ft. Chest Freezer with Manual Defrost","$879.99","https://www.sears.com/ge-appliances-fcm16slww-15.7-cu-ft-chest-freezer/p-A025438464"
"Frigidaire","Appliances_Freezers & Ice Makers_Chest Freezers","Frigidaire EFRF7003 7 CF Chest Freezer","$260.99","https://www.sears.com/frigidaire-efrf7003-7-cf-chest-freezer/p-A120161385"
"NewAir","Appliances_Freezers & Ice Makers_Ice Makers","NewAir 26 lbs. Countertop Ice Maker, Portable and Lightweight, Intuitive Control, Large or Small Ice Size","$119.99","https://www.sears.com/newair-nim026ms00-26-lbs-countertop-ice-maker-portable/p-A114481908"
"GCP Products","Appliances_Freezers & Ice Makers_Ice Makers","GCP Products Profile Opal 2.0  Countertop Nugget Ice Maker  Ice Machine with WiFi Connectivity Stainless Steel","$658.99","https://www.sears.com/gcp-products-gcp-923-656643-opal-2.0-38-lb-portable-ice-maker-with-nugget-ice-production-an/p-A120047783"
"Costway","Appliances_Freezers & Ice Makers_Ice Makers","Costway Portable Ice Maker Machine Countertop 26LBS/24H LCD Display w/Ice Scoop Red","$89.99","https://www.sears.com/costway-ep23840re-portable-ice-maker-machine-countertop-26lbs-24h/p-A062216986"
"Avanti","Appliances_Freezers & Ice Makers_Chest Freezers","Avanti CF350F0W 3.5 Cu. Ft. White Chest Freezer","$199.00","https://www.sears.com/avanti-cf350f0w-3.5-cu-ft-white-chest-freezer/p-A119212336"
"Danby","Appliances_Freezers & Ice Makers_Chest Freezers","Danby DUFM032A3WDB 21 Compact Freezer with 3.2 cu. ft. Capacity R600a Refrigerant 2 Shelves and Reversible Door Hinge in White","$419.99","https://www.sears.com/danby-dufm032a3wdb-danby-3.2-cu-ft-upright-freezer/p-A027627843"
"BLACK+DECKER","Appliances_Freezers & Ice Makers_Chest Freezers","BLACK+DECKER 7.0 Cu. Ft. Chest Freezer,White","$359.99","https://www.sears.com/black-decker-bcfk706-7.0-cu-ft-chest-freezer-white/p-A118847780"
"Commercial Cool","Appliances_Freezers & Ice Makers_Upright Freezers","Commercial Cool 2.8 Cu. Ft. Upright Freezer,Black","$199.99","https://www.sears.com/commercial-cool-ccun28b-2.8-cu-ft-upright-freezer-black/p-A115524484"
"Costway","Appliances_Freezers & Ice Makers_Ice Makers","Costway Black Portable Compact Electric Ice Maker Machine Mini Cube 26lb/Day","$109.99","https://www.sears.com/costway-ep22769bk-costway-black-portable-compact-electric-ice/p-A113972296"
"Costway","Appliances_Freezers & Ice Makers_Ice Makers","Costway Ice Maker Machine Countertop 33 LBS/24 H Ice Cube Maker w/ Scoop & Basket Red","$99.98","https://www.sears.com/costway-fp10078us-re-ice-maker-machine-countertop-33/p-A109058169"
"NewAir","Appliances_Freezers & Ice Makers_Ice Makers","NewAir  Countertop Ice Maker, 50 lbs. of Ice a Day, One Button Operation and Easy to Clean BPA-Free Parts ","$199.00","https://www.sears.com/newair-zidb077y84ys2-newair-ai-250w-countertop-ice-maker/p-A043084576"
"Costway","Appliances_Freezers & Ice Makers_Ice Makers","Costway Portable Ice Maker Machine Countertop 26LBS/24H LCD Display w/Ice Scoop Green","$89.99","https://www.sears.com/costway-ep24764gn-portable-ice-maker-machine-countertop-26lbs-24h/p-A099470190"
"Avanti","Appliances_Freezers & Ice Makers_Chest Freezers","Avanti CF35F2G 3.5 Cu. Ft. Stainless Steel Chest Freezer","$269.99","https://www.sears.com/avanti-cf35f2g-3.5-cu-ft-stainless-steel-chest/p-A119212338"
"Frigidaire","Appliances_Freezers & Ice Makers_Upright Freezers","Frigidaire FFFU16F2VV  15.5 cu. ft. Frost Free Upright Freezer with EvenTemp&#8482; &#8211; Brushed Steel","$749.99","https://www.sears.com/frigidaire-fffu16f2vv-15.5-cu-ft-frost-free/p-A118225302"
"Frigidaire","Appliances_Freezers & Ice Makers_Upright Freezers","Frigidaire FFFU13F2VW  13 cu. ft. Frost Free Upright Freezer with EvenTemp&#8482; &#8211; White","$599.99","https://www.sears.com/frigidaire-fffu13f2vw-13-cu-ft-frost-free/p-A078650198"
"Costway","Appliances_Freezers & Ice Makers_Ice Makers","Costway Portable Compact Electric Ice Maker Machine Mini Cube 26lb/Day ABS Navy","$109.99","https://www.sears.com/costway-ep22769ny-portable-compact-electric-ice-maker-machine/p-A089788075"
"Frigidaire","Appliances_Freezers & Ice Makers_Upright Freezers","Frigidaire FFUM0623AW  6 cu. ft. Upright Freezer &#8211; White","$449.99","https://www.sears.com/frigidaire-ffum0623aw-6-cu-ft-upright-freezer/p-A109379344"
"Frigidaire","Appliances_Freezers & Ice Makers_Ice Makers","frigidaire efic123-ss counter top maker, produces 26 pounds ice per day, stainless steel, stainless","$131.07","https://www.sears.com/frigidaire-doesnotapply-frigidaire-stainless-steel-black-26-lb/p-A091816559"
"Costway","Appliances_Freezers & Ice Makers_Ice Makers","Costway Stainless Steel Ice Maker Machine Countertop 48Lbs/24H Self-Clean with LCD Display","$179.99","https://www.sears.com/costway-ep24525us-stainless-steel-ice-maker-machine-countertop/p-A074788348"
"Frigidaire","Appliances_Freezers & Ice Makers_Ice Makers","frigidaire im117000 im11700 ice maker kit, one size, white","$120.65","https://www.sears.com/frigidaire-im117000-8.25inch-top-mount-refrigerator-5-lbs/p-A083401415"
"Danby","Appliances_Freezers & Ice Makers_Upright Freezers","Danby DUFM085A4BSLDD 24 Energy Star Designer Series Freestanding Upright Freezer with 8.5 cu. ft. Capacity in Stainless Steel","$819.99","https://www.sears.com/danby-dufm085a4bsldd-danby-designer-8.5-cu-ft-upright/p-A027628309"
"LG","Appliances_Freezers & Ice Makers_Upright Freezers","LG LROFC0605V  5.8 cu. ft. Single Door Vertical Freezer &#8211; Platinum Silver","$399.99","https://www.sears.com/lg-lrofc0605v-5.8-cu-ft-single-door/p-A104490721"
"Avanti","Appliances_Freezers & Ice Makers_Chest Freezers","Avanti VFR14PS 1.4 Cu. Ft. Dual Function Refrigerator or Freezer","$159.99","https://www.sears.com/avanti-vfr14ps-is-black-1.4-cu-ft/p-SPM10408877218"
"GE Appliances","Appliances_Freezers & Ice Makers_Upright Freezers","GE Appliances FUF14DLRWW 14.1cu.ft. Frost-Free Upright Freezer","$899.99","https://www.sears.com/ge-appliances-fuf14dlrww-14.1cu-ft-frost-free-upright-freezer/p-A019345643"
"cowsar","Appliances_Freezers & Ice Makers_Ice Makers","cowsar nugget ice maker countertop, chewable nugget ice cubes machine, quick ice making 34lbs/day, self-cleaning, portable st","$252.57","https://www.sears.com/cowsar-rnab0cd7gvj26-cowsar-nugget-ice-maker-countertop-chewable-nugget-ice-cubes-machine-quick-ice-making-34lbs-day-self-cleaning/p-A121285953"
"ecozy","Appliances_Freezers & Ice Makers_Ice Makers","ecozy portable ice maker countertop, 9 cubes ready in 6 mins, 26.5 lbs in 24 hours, self-cleaning ice maker machine with ice ","$197.79","https://www.sears.com/ecozy-rnab09yltjb7l-ecozy-portable-ice-maker-countertop-9/p-A113977380"
"GE Appliances","Appliances_Freezers & Ice Makers_Chest Freezers","GE Appliances FCM5STWW GE 5.1 Cu. Ft. Manual Defrost Chest Freezer - White","$339.00","https://www.sears.com/ge-appliances-fcm5stww-ge-5.1-cu-ft-manual/p-A118256344"
"GE Appliances","Appliances_Freezers & Ice Makers_Upright Freezers","GE Appliances FUF17DLRWW 17.3cu.ft. Frost-Free Upright Freezer","$999.99","https://www.sears.com/ge-appliances-fuf17dlrww-17.3cu-ft-frost-free-upright-freezer/p-A019345569"
"GE Appliances","Appliances_Freezers & Ice Makers_Chest Freezers","GE Appliances FCM11SRWW GE 10.7 Cu. Ft. Manual Defrost Chest Freezer - White","$779.00","https://www.sears.com/ge-appliances-fcm11srww-ge-10.7-cu-ft-manual/p-A118256363"
"NewAir","Appliances_Freezers & Ice Makers_Ice Makers","Newair 44lb. Nugget Countertop Ice Maker with Self-Cleaning Function, Refillable Water Tank, Perfect for Kitchens, Offices, Home","$399.99","https://www.sears.com/newair-nim044bs00-newair-44lb-nugget-countertop-ice-maker/p-A116136647"
"NewAir","Appliances_Freezers & Ice Makers_Ice Makers","Newair 26 lbs. Countertop Nugget Ice Maker in Matte Black, Large Ice Viewing Window, Self-Cleaning Button","$239.99","https://www.sears.com/newair-nim026mbn0-newair-26-lbs-countertop-nugget-ice/p-A117027341"
"NewAir","Appliances_Freezers & Ice Makers_Chest Freezers","Newair 5 Cu. Ft. Mini Deep Chest Freezer and Refrigerator in Cool Gray with Digital Temperature Control, Fast Freeze Mode","$359.99","https://www.sears.com/newair-nft050ga00-newair-5-cu-ft-mini-deep/p-A116917192"
"Allstar Innovations","Appliances_Freezers & Ice Makers_Ice Makers","Allstar Innovations Original Ice Genie Cube Maker Silicone Ice Bucket 3/4"" Ice Cubes Lid & Tongs","$17.99","https://www.sears.com/allstar-innovations-the-original-ice-genie-ice-cube/p-A034308361"
"NewAir","Appliances_Freezers & Ice Makers_Ice Makers","NewAir  Countertop Ice Maker, 28 lbs. of Ice a Day, 3 Ice Sizes, BPA-Free Parts","$149.99","https://www.sears.com/newair-ai-100r-portable-ice-maker/p-04648724000P"
"NewAir","Appliances_Freezers & Ice Makers_Ice Makers","Newair Countertop Clear Ice Maker, 45 lbs. of Ice a Day with FrozenFallTM Technology, Custom Ice Thickness Settings, 1-Gallon Wa","$339.99","https://www.sears.com/newair-nim045ss00-newair-countertop-clear-ice-maker-45/p-A116136622"
"NewAir","Appliances_Freezers & Ice Makers_Ice Makers","NewAir  Countertop Ice Maker, 28 lbs. of Ice a Day, 3 Ice Sizes, BPA-Free Parts","$199.99","https://www.sears.com/newair-ai-100ss-portable-ice-maker/p-04648726000P"
"NewAir","Appliances_Freezers & Ice Makers_Ice Makers","Newair 45lb. Nugget Countertop Ice Maker with Self-Cleaning Function","$499.99","https://www.sears.com/newair-ai-420ss-newair-45lb-nugget-countertop-ice/p-A113561333"
"NewAir","Appliances_Freezers & Ice Makers_Chest Freezers","Newair 5 Cu. Ft. Mini Deep Chest Freezer and Refrigerator in Military Green with Digital Temperature Control, Fast Freeze Mode","$359.99","https://www.sears.com/newair-nft050gn00-newair-5-cu-ft-mini-deep/p-A116917246"
"NewAir","Appliances_Freezers & Ice Makers_Chest Freezers","NewAir 7 Cu. Ft. Compact Chest Freezer in Black, Digital Temperature Control, Fast Freeze Mode, Door Alarm, Wire Basket","$499.99","https://www.sears.com/newair-nft070mb00-7-cu-ft-compact-chest-freezer/p-A112626975"
"NewAir","Appliances_Freezers & Ice Makers_Ice Makers","NewAir  Countertop Clear Ice Maker, 40 lbs. of Ice a Day with Easy to Clean BPA-Free Parts, Perfect for Cocktails, Scotch, Soda and Mor","$249.99","https://www.sears.com/newair-countertop-clear-ice-maker-40-lbs/p-A012379401"
"NewAir","Appliances_Freezers & Ice Makers_Ice Makers","NewAir  Countertop Ice Maker, 50 lbs. of Ice a Day, 3 Ice Sizes and Easy to Clean BPA-Free Parts","$299.99","https://www.sears.com/newair-ai-215ss-stainless-steel-portable-ice-maker/p-04648729000P"
"GE Appliances","Appliances_Freezers & Ice Makers_Upright Freezers","GE Appliances FUF17SMRWW 17.3 cu. ft. Upright Freezer - White","$949.99","https://www.sears.com/ge-appliances-fuf17smrww-17.3-cu-ft-upright-freezer/p-A025438460"
"NewAir","Appliances_Freezers & Ice Makers_Ice Makers","NewAir  Countertop Ice Maker, 28 lbs. of Ice a Day, 3 Ice Sizes, BPA-Free Parts","$209.99","https://www.sears.com/newair-ai-100s-portable-ice-maker/p-04648725000P"
"NewAir","Appliances_Freezers & Ice Makers_Ice Makers","NewAir  Countertop Ice Maker, 28 lbs. of Ice a Day, 3 Ice Sizes, BPA-Free Parts","$199.99","https://www.sears.com/newair-ai-100bk-portable-ice-maker/p-04648723000P"
"NewAir","Appliances_Freezers & Ice Makers_Ice Makers","NewAir  Countertop Ice Maker, 50 lbs. of Ice a Day, 3 Ice Sizes and Easy to Clean BPA-Free Parts","$299.99","https://www.sears.com/newair-ai-215r-portable-ice-maker/p-04648728000P"
"Danby","Appliances_Freezers & Ice Makers_Upright Freezers","Danby DUFM032A3WDB 3.2 Cu. Ft. Upright Freezer","$359.99","https://www.sears.com/danby-r-dufm032a3wdb-danby-dufm032a3wdb-3.2-cubic-foot-upright/p-A088916620"
"NewAir","Appliances_Freezers & Ice Makers_Ice Makers","NewAir 26 lbs. Countertop Ice Maker, Matte Black Portable and Lightweight, Intuitive Control, Large or Small Ice Size","$119.99","https://www.sears.com/newair-nim026mb00-26-lbs-countertop-ice-maker-matte/p-A114481854"
"Midea","Appliances_Freezers & Ice Makers_Upright Freezers","Midea WHS-625FWESS1 33in Stainless Steel Convertible Upright Freezer: 17 cu. ft. Capacity|Energy Star|Auto Defrost|Interior Lighting","$1,049.99","https://www.sears.com/midea-whs625fwess1-whs-625fwess1-33in-stainless-steel-convertible/p-A108008609"
"Caynel","Appliances_Freezers & Ice Makers_Ice Makers","Caynel countertop ice maker - 9 ice cubes ready in 6 mins - 26lbs/24hrs, 2 ice sizes, led indicator lights - portable ice maker with","$145.73","https://www.sears.com/caynel-rnab08mk4hv52-countertop-ice-maker-9-ice-cubes/p-A113977371"
"Samsung","Appliances_Freezers & Ice Makers_Ice Makers","samsung da97-11092b assembly ice maker","$230.68","https://www.sears.com/samsung-0767872977389-samsung-da97-11092b-assembly-ice-maker/p-A010384368"
"GE Appliances","Appliances_Freezers & Ice Makers_Chest Freezers","GE Appliances FCM16DLWW 15.7 cu. ft. Manual Defrost Chest Freezer","$979.99","https://www.sears.com/ge-appliances-fcm16dlww-ge-174-15.7-cu-ft-manual/p-A019909892"
"Equator","Appliances_Freezers & Ice Makers_Upright Freezers","Equator Conserv 8.3 cu. ft. Black Classic Retro Upright Freezer - 11 cu. ft. Black Classic Retro Refrigerator Set","$1,929.00","https://www.sears.com/equator-ff830crr1100c-conserv-8.3-cu-ft-black-classic/p-A113521967"
"SPT","Appliances_Freezers & Ice Makers_Ice Makers","SPT IM-60YUS Under-Counter Ice Maker for Commercial Use","$1,093.28","https://www.sears.com/spt-im-60yus-50-lbs-stainless-steel-under/p-A026736937"
"Fort","Appliances_Freezers & Ice Makers_Upright Freezers","Forte F21UFLESSS 33"" Freestanding Upright Freezer with 21 cu. ft. Capacity, Left Hinge, Frost Free Defrost, Garage Ready, Conver","$1,399.00","https://www.sears.com/forte-f21uflesss-33inch-freestanding-upright-freezer-with-21/p-A112380693"
"GE Appliances","Appliances_Freezers & Ice Makers_Chest Freezers","GE Appliances FCM22DLWW 21.7 cu. ft. Manual Defrost Chest Freezer","$1,179.99","https://www.sears.com/ge-appliances-fcm22dlww-ge-174-21.7-cu-ft-manual/p-A019910130"
"BLACK+DECKER","Appliances_Freezers & Ice Makers_Chest Freezers","BLACK+DECKER 1.2 cu.ft.  Compact Upright Freezer,White","$234.99","https://www.sears.com/black-decker-819813014490-blackdecker-bufk12w-compact-upright-freezer-single/p-A065512003"
"Cooler Depot","Appliances_Freezers & Ice Makers_Upright Freezers","Cooler Depot 23-cu ft Frost-free One Door Commercial Upright Freezer Commercial Freezer in Stainless Steel","$2,114.00","https://www.sears.com/cooler-depot-6xxxb27f-23-cu-ft-frost-free/p-A118874066"
"Generic","Appliances_Freezers & Ice Makers_Ice Makers","Generic MANBA Ice Shaver and Snow Cone Machine - Premium Portable Ice Crusher and Shaved Ice Machine with Free Ice Cube Trays - BPA Fre","$36.24","https://www.sears.com/generic-ma1001-manba-ice-shaver-and-snow-cone/p-A109776580"
"Forte","Appliances_Freezers & Ice Makers_Upright Freezers","Forte F21UFESWW 33 Upright Freezer with 21 cu. ft. Capacity  Energy Star  Quick Freeze  Temperature and Door Alarm  LED Lighting","$1,299.00","https://www.sears.com/forte-f21ufesww-33-upright-freezer-with-21-cu/p-A113606438"
"Summit","Appliances_Freezers & Ice Makers_Ice Makers","Summit BIM44GADA 15 Built-In Commercial Energy Star Ice Maker with Automatic Defrost  Integrated Door Frame  Reversible Door  In","$1,849.99","https://www.sears.com/summit-bim44gada-15/p-A019082677"
"Beko","Appliances_Freezers & Ice Makers_Upright Freezers","Beko BUFR2715WH 30"" White Freestanding Upright Freezer with 14.26 cu. ft. Capacity, Freeze Guard, Ice Maker, Frost Free and Quic","$979.99","https://www.sears.com/beko-bufr2715wh-30inch-white-freestanding-upright-freezer-with/p-A094762350"
"Midea","Appliances_Freezers & Ice Makers_Upright Freezers","Midea WHS-507FWESS1 28in Stainless Steel Convertible Upright Freezer: 13.8 cu. ft. Capacity|Energy Star|Auto Defrost|Interior Lighting","$879.99","https://www.sears.com/midea-whs507fwess1-whs-507fwess1-28in-stainless-steel-convertible/p-A108008635"
"SPT","Appliances_Freezers & Ice Makers_Ice Makers","SPT Under-Counter Ice Maker with Freezer","$456.10","https://www.sears.com/spt-im-150usaa-under-counter-ice-maker-with-freezer/p-A120202188"
"GE Appliances","Appliances_Freezers & Ice Makers_Chest Freezers","GE Appliances FCM9SRWW GE 8.8 Cu. Ft. Manual Defrost Chest Freezer - White","$579.00","https://www.sears.com/ge-appliances-fcm9srww-ge-8.8-cu-ft-manual/p-A118256362"
"Danby","Appliances_Freezers & Ice Makers_Upright Freezers","Danby DUFM085A4WDD 24"" Energy Star Designer Series Freestanding Upright Freezer with 8.2 cu. ft. Capacity  R600a Refrigerant  Me","$799.99","https://www.sears.com/danby-dufm085a4wdd-danby-designer-8.5-cu-ft-upright/p-A027628478"
"BLACK+DECKER","Appliances_Freezers & Ice Makers_Chest Freezers","BLACK+DECKER 3.5 Cu. Ft. Chest Freezer,White","$269.99","https://www.sears.com/black-decker-bcfk356-3.5-cu-ft-chest-freezer-white/p-A118847785"
"Commercial Cool","Appliances_Freezers & Ice Makers_Upright Freezers","Commercial Cool 6.0 Cu. Ft. Upright Freezer,Black Cabinet/VCM Door","$389.99","https://www.sears.com/commercial-cool-ccul60bv6-6.0-cu-ft-upright-freezer-black/p-A119151815"
"Commercial Cool","Appliances_Freezers & Ice Makers_Upright Freezers","Commercial Cool 10.8 Cu. Ft. Convertible Upright Freezer/Refrigerator","$999.99","https://www.sears.com/commercial-cool-ccug108w-10.8-cu-ft-convertible-upright/p-A119151812"
"KoolMore","Appliances_Freezers & Ice Makers_Chest Freezers","Koolmore SCF-16C Commercial Deep Chest Freezer With Two Wire Basket; 16 Cu. Ft. Large Food And Meat Storage; White","$1,219.99","https://www.sears.com/koolmore-scf16c-koolmore-scf-16c-commercial-deep-chest/p-A109957791"
"Avanti","Appliances_Freezers & Ice Makers_Upright Freezers","Avanti VF93Q0W 9.3 Cu. Ft. White Vertical Freezer","$749.99","https://www.sears.com/avanti-vf93q0w-24-vertical-freezer-with-9.3-cu/p-SPM10418501218"
"Sunpentown","Appliances_Freezers & Ice Makers_Ice Makers","Sunpentown SPT IM-150USA Sunpentown Under Counter Ice Maker with Stainless Steel Door","$480.05","https://www.sears.com/spt-im-150usa-under-counter-ice-maker-with/p-A103127371"
"Frigidaire","Appliances_Freezers & Ice Makers_Ice Makers","frigidaire efic108-white portable compact maker, counter top ice making machine, white","$170.39","https://www.sears.com/igloo-ice102c-frigidaire-efic101-white-icemaker-ice-machine/p-A045988731"
"Sunpentown","Appliances_Freezers & Ice Makers_Ice Makers","Sunpentown IM-60YUSA Stainless Steel Under-Counter Ice Maker","$1,093.28","https://www.sears.com/spt-im-60yusa-under-counter-ice-maker-commercial/p-A108280662"
"Element","Appliances_Freezers & Ice Makers_Chest Freezers","Element ECF10MD1BW 10.2 Cu. Ft. White Chest Freezer","$799.99","https://www.sears.com/element-ecf10md1bw-10.2-cu-ft-white-chest-freezer/p-A119160575"
"Commercial Cool","Appliances_Freezers & Ice Makers_Upright Freezers","Commercial Cool 6.0 Cu. Ft. Upright Freezer,Black","$389.99","https://www.sears.com/commercial-cool-ccul60b6-6.0-cu-ft-upright-freezer-black/p-A119151813"
"Summit Appliance","Appliances_Freezers & Ice Makers_Upright Freezers","Summit Appliance Summit SCFF53BSS 24"""" 4.72 Cu. Ft. Built-In Undercounter Freezer with Frost-Free Operation  Adjustable Shelves  Open Door Alarm  Digita","$1,619.99","https://www.sears.com/summit-appliance-frost-free-built-in-undercounter-all/p-SPM8365249302"
"GCP Products","Appliances_Freezers & Ice Makers_Ice Makers","GCP Products Euhomy Ice Maker Machine Countertop, 26 Lbs In 24 Hours, 9 Cubes Ready In 8 Mins, Electric Ice Maker And Compact Potable Ice …","$152.99","https://www.sears.com/gcp-products-gcp-65482488-euhomy-ice-maker-machine-countertop-26-lbs-in-24-hours-9-cubes-ready-in/p-A119804096"
"AGLUCKY","Appliances_Freezers & Ice Makers_Ice Makers","aglucky countertop ice maker machine, portable ice makers countertop, make 26 lbs ice in 24 hrs,ice cube rready in 6-8 mins w","$131.09","https://www.sears.com/make-doesnotapply-aglucky-ice-maker-machine-countertop-compact/p-A092380485"
"Equator","Appliances_Freezers & Ice Makers_Upright Freezers","Equator Conserv 3.2 cu. ft. Retro Convertible Freezer-Refrigerator Frost Free in Black","$659.00","https://www.sears.com/equator-rcfr-325-conserv-3.2-cu-ft-retro/p-A113881264"
"Summit","Appliances_Freezers & Ice Makers_Upright Freezers","Summit FS30L 19"""" Compact Medical Use Freezer with 1.8 cu. ft. Capacity  Factory Installed Lock  -20 Degrees C Capable  Removable Shelv","$449.99","https://www.sears.com/summit-fs30l-20-degrees-c-capable-cube/p-MCR1638699812"
"Costway","Appliances_Freezers & Ice Makers_Chest Freezers","Costway 5.2 Cu.ft Chest Freezer Upright Single Door Refrigerator w/ 3  Baskets","$409.99","https://www.sears.com/costway-fp10052wl-wh-5.2-cu-ft-chest-freezer-upright/p-A106857445"
"BLACK+DECKER","Appliances_Freezers & Ice Makers_Chest Freezers","BLACK+DECKER 5.0 Cu. Ft. Chest Freezer,White","$296.99","https://www.sears.com/black-decker-bcfk516-5.1-cu-ft-chest-freezer-white/p-A118847791"
"KBice","Appliances_Freezers & Ice Makers_Ice Makers","KBICE 2.0 Self Dispensing Countertop Nugget Ice Maker, Crunchy Pebble Ice Maker, Sonic Ice Maker, Produces Max 32 lbs of Nugget","$359.99","https://www.sears.com/kbice-fdfm1ja02-kbice-2.0-self-dispensing-countertop-nugget/p-A116521427"
"Costway","Appliances_Freezers & Ice Makers_Ice Makers","Costway Portable Countertop Ice Maker Machine 44Lbs/24H Self-Clean w/Scoop Navy","$124.99","https://www.sears.com/costway-ep24228ny-portable-countertop-ice-maker-machine-44lbs-24h/p-A094757355"
"VEVOR","Appliances_Freezers & Ice Makers_Ice Makers","VEVOR 110V Commercial ice Maker 120-130LBS/24H with 33LBS Bin and Electric Water Drain Pump, Clear Cube, Stainless Steel Constru","$817.13","https://www.sears.com/vevor-zbj70kgsyppsb0001v1-ice-cube-maker-machine-70kg-155lbs-automatic/p-A087251258"
"Magic Chef","Appliances_Freezers & Ice Makers_Chest Freezers","Magic Chef 3.0 Cu Ft Upright Freezer - White","$295.32","https://www.sears.com/overstock-magic-chef-front-load-freezer-white/p-SPM9776059522"
"Commercial Cool","Appliances_Freezers & Ice Makers_Upright Freezers","Commercial Cool 1.2 Cu. Ft. Upright Freezer，White","$159.99","https://www.sears.com/westinghouse-ccuk12w-westinghouse-1.2-cu-ft-upright/p-A011983428"
