"brand_name","category_name","product_name","sell_price","url"
"DEKOPRO","Tools_Tool Sets_Home Owner Tool Sets","DEKOPRO 126 Piece Power Tool Combo Kits with 8V Cordless Drill, 10MM 3/8'' Keyless Chuck, Professional Household Home Tool Kit Set, DIY","$85.99","https://www.sears.com/dekopro-126-piece-power-tool-combo-kits-with/p-A114220803"
"GearWrench","Tools_Tool Sets_Mechanics Tool Sets","GearWrench KDT-83095 Auto Mechanic Tool Set","$2,690.36","https://www.sears.com/gearwrench-238-piece-intermediate-automotive-set/p-00914179000P"
"Hyper Tough","Tools_Tool Sets_Home Owner Tool Sets","Hyper Tough 54 Piece 1/4 and 3/8 inch Drive Socket Set","$25.99","https://www.sears.com/hyper-tough-54-piece-1-4-and-3-8-inch/p-A114926641"
"Capri Tools","Tools_Tool Sets_Mechanics Tool Sets","Capri Tools 107-Piece Electrical Terminal Assortment Set","$18.62","https://www.sears.com/capri-tools-360-piece-electrical-terminal-assortment-set/p-SPM10121209520"
"GCP Products","Tools_Tool Sets_Specialty Tool Sets","GCP Products 4Pc Flex Head Ratchet Set 1/4"" 3/8"" 1/2"" Dr 3/8"" Stubby 72-Tooth Ratchet","$80.99","https://www.sears.com/gcp-products-4pc-flex-head-ratchet-set-1-4inch-3-8inch-1-2inch-dr-3-8inch-stubby-72-tooth-ratchet/p-A120153806"
"Hyper Tough","Tools_Tool Sets_Home Owner Tool Sets","Hyper Tough 160-Piece Toolbox Set for Home and Auto","$58.48","https://www.sears.com/hyper-tough-160-piece-toolbox-set-for-home/p-A110849607"
"JAR-OWL","Tools_Tool Sets_Home Owner Tool Sets","jar-owl 21V Powerful Brushless Motor, 319 In-lb Torque, 0-1350RMP Variable Speed, 10MM 3/8'' Keyless Chuck, 25+1 Clutch, 1.5Ah","$111.15","https://www.sears.com/jar-owl-jar-owl-21v-powerful-brushless-motor/p-A114222245"
"Dremel","Tools_Tool Sets_Electricians Tool Sets","Dremel 3000.54 24 Piece Black Rotary Tool Kit With Storage Case","$96.05","https://www.sears.com/dremel-product-name-5202924/p-A113133549"
"GearWrench","Tools_Tool Sets_Mechanics Tool Sets","GearWrench 165PC 1/4 3/8 1/2 MECHANICS TO","$262.65","https://www.sears.com/gearwrench-165pc-mechanics-tool-set-with-case/p-00903324000P"
"POPULO","Tools_Tool Sets_Home Owner Tool Sets","POPULO 173 Piece Hand Tool Set, Basic Home Tool Kit with Tool Box, Socket Set, Screwdriver, Hammer, Pliers, Wrench and etc, Household","$67.82","https://www.sears.com/populo-173-piece-hand-tool-set-basic-home/p-A099616059"
"Grip","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","grip 14 pc 1/2"" jumbo crowfoot wrench set sae","$108.49","https://www.sears.com/grip-14-pc-1-2inch-jumbo-crowfoot-wrench/p-SPM8895362229"
"Shall","Tools_Tool Sets_Specialty Tool Sets","shall pink tool set, 246-piece home tool kit for women, ladies basic tool kit for house with 14wide mouth open tool bag, gene","$86.81","https://www.sears.com/shall-pink-tool-set-246-piece-home/p-A116287863"
"Odaof","Tools_Tool Sets_Home Owner Tool Sets","Odaof 39pcs Tool Kit Red","$30.97","https://www.sears.com/odaof-39pcs-tool-kit-red/p-A089755716"
"JAR-OWL","Tools_Tool Sets_Home Owner Tool Sets","JAR-OWL 108 Piece Power Tool Combo Kits with 16.8V Cordless Drill, Household Tools Set with DIY Hand Tool Kits for Professional Garden","$81.48","https://www.sears.com/jar-owl-108-piece-power-tool-combo-kits/p-A114175159"
"Great Choice Products","Tools_Tool Sets_Specialty Tool Sets","Great Choice Products 21Pc 3/4"" Dr Metric Socket Wrench Set Ratchet, Breaker Extension Bar 12-Point Us","$152.99","https://www.sears.com/great-choice-products-21pc-3-4inch-dr-metric-socket-wrench-set-ratchet-breaker-extension-bar-12-point-us/p-A120281210"
"GCP Products","Tools_Tool Sets_Specialty Tool Sets","GCP Products 7 Piece Metric 100 Tooth Ratcheting Wrench Set -","$111.99","https://www.sears.com/gcp-products-7-piece-metric-100-tooth-ratcheting-wrench-set/p-A120151414"
"Kingdder","Tools_Tool Sets_Home Owner Tool Sets","Kingdder 3 Pcs Universal Garage Door Opener Compatible with Chamberlain Liftmaster Craftsman Garage Door Control 893max Remote with Keyc","$38.05","https://www.sears.com/last-confection-8inch-x-8inch-x-3inch-deep/p-A110225927"
"Oria","Tools_Tool Sets_Specialty Tool Sets","ORIA Precision Screwdriver Kit, 76 in 1 with 56 Bits Repair Tool Kit for Cellphone, Game Console, Tablet and Other Devices,","$39.59","https://www.sears.com/oria-74-in-1-precision-screwdriver-set/p-SPM15088405624"
"DeWalt","Tools_Tool Sets_Mechanics Tool Sets","DeWalt Stanley Tools 7515075 DWMT73807 Tool Accessory Kit, 0.25 x 0.375 in.","$53.35","https://www.sears.com/dewalt-dwmt73807-tough-box-accessory-tool-kit/p-00904193000P"
"Teng Tools","Tools_Tool Sets_Mechanics Tool Sets","Teng Tools 1,001 Piece Mixed Hand Tool Bundle (No Storage) - TCMM1001NTOOLS","$4,715.99","https://www.sears.com/teng-tools-1-001-piece-mixed-hand-tool-bundle/p-A081311955"
"Stanley","Tools_Tool Sets_Home Owner Tool Sets","STANLEY Mechanics Tools Kit / Home Tool Kit, 65-Piece (94-248)","$123.69","https://www.sears.com/stanley-mechanics-tools-kit-home-tool/p-A088734893"
"Milwaukee","Tools_Tool Sets_Mechanics Tool Sets","Milwaukee Packout 106 Pcs 3/8 in and 1/4 in SAE/Metric Socket Set","$775.99","https://www.sears.com/milwaukee-packout-106-pcs-3-8-in-and-1-4/p-A117481232"
"Great Choice Products","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","Great Choice Products 15Pcs Inch Setup Blocks Height Gauge Precision Aluminum Bars Woodworking New","$58.99","https://www.sears.com/great-choice-products-15pcs-inch-setup-blocks-height-gauge-precision-aluminum-bars-woodworking-new/p-A120278843"
"Maxam","Tools_Tool Sets_Electricians Tool Sets","Maxam 24 Piece Stainless Steel Bar Mixer Set - Home Bartender and Cocktail Kit with Shaker, Ice Tongs, Muddler, Mixing","$39.54","https://www.sears.com/maxam-24-piece-stainless-steel-bar-mixer-set/p-A090575628"
"GENERAL TOOLS MANUFACTURING","Tools_Tool Sets_Electricians Tool Sets","GENERAL TOOLS MANUFACTURING General Tools 661 Electronics Tech Repair Kit (32 Piece)","$29.00","https://www.sears.com/general-tools-661-electronics-tech-repair-kit-32/p-A027270764"
"Craftsman","Tools_Tool Sets_Specialty Tool Sets","craftsman mechanic tool set, 104 pieces, includes 20.5 drawers, 3-compartments (cmmt45068)","$180.61","https://www.sears.com/black-and-decker-us-inc-craftsman-1-4/p-A100635493"
"Mtech","Tools_Tool Sets_Specialty Tool Sets","Mtech 8"" Police Blue/Black Spring Assisted Folding Knife Blade Pocket Open Switch- Firefighter Rescue Pocket Knife - Hunting Kni","$21.41","https://www.sears.com/mtech-8-police-blue-black-spring-assisted-folding-knife/p-A099344353"
"DieHard","Automotive_Batteries_Battery Accessories_Jumper Cables","DIEHARD BOOST CBL12'X10G (Pack of 1)","$29.32","https://www.sears.com/diehard-dh1210-cable-booster-10-gauge-12'/p-SPM14290859310"
"Apollo Precision Tools","Tools_Tool Sets_Mechanics Tool Sets","Apollo Precision Tools Apollo Tools DT8422 144-Piece Household Tool Kit","$91.63","https://www.sears.com/beautlinks-144-piece-tool-set-general-household-hand/p-A109382323"
"MOB Peddinghaus","Tools_Tool Sets_Mechanics Tool Sets","MOB Peddinghaus 16 pc  6 pt 1/4"" Ratchet and Socket set with FusionBox","$39.90","https://www.sears.com/mob-peddinghause-16-pc-6-pt-1-4inch/p-00948828000P"
"KYDSAN","Tools_Tool Sets_Home Owner Tool Sets","KYDSAN 39-Piece General Tool Set-Essential Household Hand Tool Kit with Portable Toolbox Storage Case (Red)","$37.27","https://www.sears.com/kydsan-39-piece-general-tool-set-essential-household/p-A115999752"
"Wagner","Tools_Tool Sets_Home Owner Tool Sets","Wagner SprayTech Wagner 0503059 FURNO 300 Heat Gun, Dual Temp 750?F & 1000?F Heat Settings, Electric Heat Gun for Paint Removal, Bending PVC, Cra","$37.14","https://www.sears.com/wagner-spray-tech-dual-temp-heat-gun-ht1000/p-SPM6462785007"
"GearWrench","Tools_Tool Sets_Mechanics Tool Sets","GearWrench KDT-83091 Career Builder Starter Set","$2,683.18","https://www.sears.com/gearwrench-218-piece-career-builder-starter-set/p-00901418000P"
"Knipex","Tools_Tool Sets_Electricians Tool Sets","Knipex 1,000V Insulated 10 Pc Tool Set","$288.90","https://www.sears.com/knipex-1-000v-insulated-10-pc-tool-set/p-00932178000P"
"Tier1","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","Tier1 Rust-Oleum 285140 30 oz. Chalked Paint- White","$34.63","https://www.sears.com/rust-oleum-285140-30oz-wht-chalked-paint-quantity/p-SPM10671083020"
"Teng Tools","Tools_Tool Sets_Mechanics Tool Sets","Teng Tools TCW707EV TOOLBOX MEGA BUNDLE 3 - 7 DRAWER ROLL CABINET INCLUDING TOOLS","$2,499.99","https://www.sears.com/teng-tools-free-tcw707ev-toolbox-mega-bundle-3/p-A030990241"
"Ingersoll Rand","Tools_Tool Sets_Mechanics Tool Sets","Ingersoll Rand 101 Piece Tech Solutions Master Non-Slip Socket and Bit Set - 752024","$199.99","https://www.sears.com/ingersoll-rand-101-piece-tech-solutions-master-non/p-A099139639"
"Wilde Tool","Tools_Tool Sets_Specialty Tool Sets","Wilde Tool G250 Angle Nose Ignition Pliers, 5 inch","$13.08","https://www.sears.com/wilde-tool-g250p-np-cs-5-angle-nose-ignition-pliers/p-SPM7428358403"
"Cartman","Tools_Tool Sets_Home Owner Tool Sets","Cartman 148Piece Tool Set General Household Hand Tool Kit with Plastic Toolbox Storage Case Blue","$46.74","https://www.sears.com/succ-rf-detector-amp-camera-finder-anti-spy/p-A062649158"
"caframo","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","caframo MSA C217374 MSA V-Gard Protective Hats, Fas-Trac Ratchet Suspension, 6 1/2 - 8, Black C217374 Pack of 1","$30.56","https://www.sears.com/msa-c217374-polyethylene-v-gard-fas-trac/p-SPM8781683923"
"ABN","Tools_Tool Sets_Specialty Tool Sets","ABN Magnetic Tool Strip Set â€“ 18 Inch Magnetic Tool Bar Garage Organizer Tool Storage Rack, 6 Pack Large Magnet Bars","$54.92","https://www.sears.com/abn-magnetic-tool-strip-set-18-inch/p-A082578240"
"GearWrench","Tools_Tool Sets_Mechanics Tool Sets","Gearwrench 80942 Gearwrench Ratchet Set, 239 pc., 1/4in, 3/8in, 1/2in  80942","$463.06","https://www.sears.com/gearwrench-239-piece-mechanics-tool-set/p-00951341000P"
"Teng Tools","Tools_Tool Sets_Mechanics Tool Sets","Teng Tools 1100 Piece Monster Mega Master Tool Kit - TCMONSTER02","$8,999.99","https://www.sears.com/teng-tools-1100-piece-monster-mega-master-tool/p-A030989582"
"GearWrench","Tools_Tool Sets_Mechanics Tool Sets","GearWrench Mechanics Tool Set In 3 Drawer Storage Box 239 Piece","$1,319.99","https://www.sears.com/gearwrench-mechanics-tool-set-in-3-drawer-storage/p-A117575087"
"Powerbuilt","Tools_Tool Sets_Mechanics Tool Sets","Powerbuilt 214 Piece Technician Tool Set - 642538","$386.95","https://www.sears.com/powerbuilt-214-pc-starter-mechanic-technician-tool-set/p-A099139590"
"Teng Tools","Tools_Tool Sets_Mechanics Tool Sets","Teng Tools 1001 Piece Mega Master Tool Kit - TCMM1001N","$4,999.99","https://www.sears.com/teng-tools-1001-piece-mega-master-tool-kit/p-A030988694"
"HOTO","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","Hoto Electric Screwdriver Tool Set, High-End Tool Kit, Outstanding Appearance, Compact & Portable, Minimalism Design, Hi","$157.13","https://www.sears.com/hoto-electric-screwdriver-tool-set-high-end/p-A115174856"
"VASTOOLS","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","VASTOOLS Telescopic Magnetic Pickup Tool,10LB Magnet Stick, 30"" Extendable Magnet with Pocket Clip","$9.99","https://www.sears.com/vastools-telescopic-magnetic-pickup-tool-10lb-magnet-stick-30inch/p-A027281316"
"Great Choice Products","Tools_Tool Sets_Specialty Tool Sets","Great Choice Products 3/8"" Torque Wrench Socket Professional Drive Click Micrometer Spanner Ratcheting","$47.99","https://www.sears.com/great-choice-products-3-8inch-torque-wrench-socket-professional-drive-click-micrometer-spanner-ratcheting/p-A120335417"
"MOB Peddinghaus","Tools_Tool Sets_Mechanics Tool Sets","MOB Peddinghaus 9-Piece Fusion Box Tap Wrench Extractor Set","$44.90","https://www.sears.com/mob-peddinghaus-9-pc-tap-wrench-extractor-set/p-00912619000P"
"Craftsman","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","craftsman compact lithium-ion nextec multi-tool 930566 30566","$273.23","https://www.sears.com/craftsman-compact-lithium-ion-nextec-multi-tool/p-A030304056"
"MOB Peddinghaus","Tools_Tool Sets_Mechanics Tool Sets","MOB Peddinghaus 38 pc Plumber's set with soft-side Fusion Case","$214.90","https://www.sears.com/mob-peddinghause-38-pc-plumber-s-set-with-soft/p-00948840000P"
"Micro Jig","Tools_Bench & Stationary Power Tools_Table Saws","Micro Jig Miller grr-ripper 3d pushblock for table saws, router tables, band saws, and jointers by microjig","$80.61","https://www.sears.com/microjig-grr-ripper-3d-pushblock-by-microjig-office/p-SPM8817023723"
"Cartman","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","CARTMAN Orange 39-Piece Tool Set - General Household Hand Tool Kit with Plastic Toolbox Storage Case","$31.41","https://www.sears.com/cartman-orange-39-piece-tool-set-general/p-SPM8889699029"
"Shop-Vac","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","shop-vac 9067200 type i 10-14-gallon high efficiency disposable collection filter bag 2-pack","$42.99","https://www.sears.com/shop-vac-174-shop-vac-9067200-10-14-gallon/p-SPM8855156829"
"Powerbuilt","Tools_Tool Sets_Specialty Tool Sets","Powerbuilt - Harmonic Damper Pulley Puller Set Kit136, Specialty Tools - Engine & Drive Train, (647774), Black","$87.63","https://www.sears.com/powerbuilt-harmonic-damper-pulley-puller-kit-647774/p-A098842173"
"WORKPRO","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","WORKPRO Pink Tool Kit, 106-Piece Ladys Home Repairing Tool Set with Wide Mouth Open Storage Bag - Pink Ribbon","$77.13","https://www.sears.com/workpro-pink-tool-kit-106-piece-ladys-home/p-A108842110"
"HANZGHOU GREATSTAR INDUSTRIAL ","Tools_Tool Sets_Home Owner Tool Sets","HANZGHOU GREATSTAR INDUSTRIAL  WORKPRO 9-Piece Kids Real Hand Tool Set, Blue Junior Tool Kit with Storage Bag for Boys, Girls, Children DIY Building and Woodw","$43.64","https://www.sears.com/hanzghou-greatstar-industrial-workpro-9-piece-kids/p-A115019817"
"Teng Tools","Tools_Tool Sets_Mechanics Tool Sets","Teng Tools 28 Piece Plier, Combination Spanner, And Mixed Screwdriver Set - TED441T","$350.00","https://www.sears.com/teng-tools-28-piece-plier-combination-spanner-and/p-A030988833"
"DEKOPRO","Tools_Tool Sets_Home Owner Tool Sets","DEKOPRO 118 Piece Tool Kit Professional Auto Repair Tool Set Combination Package Socket Wrench with Most Useful Mechanics Tools","$136.11","https://www.sears.com/dekopro-118-piece-tool-kit-professional-auto-repair/p-A088734598"
"Hart","Tools_Tool Sets_Mechanics Tool Sets","HART 90-Piece 1/4 and 3/8-inch Mechanics Tool Set, Chrome Finish","$95.32","https://www.sears.com/hart-90-piece-1-4-and-3-8-inch/p-A110497548"
"Bielmeier","Tools_Tool Sets_Home Owner Tool Sets","Bielmeier Pink Cordless 12V Lithium-ion Drill Driver Set for DIY, 82 pcs Drill Set, Home tool set, 2.0Ah Battery, Charger and P","$77.39","https://www.sears.com/bielmeier-pink-cordless-12v-lithium-ion-drill-driver/p-A114222463"
"Stock Preferred","Tools_Tool Sets_Mechanics Tool Sets","Stock Preferred 4 in 1 Ball Joint Press and U Joint Removal Tool Kit with 4x4 Adapters","$72.99","https://www.sears.com/stock-preferred-4-in-1-ball-joint-press/p-A117508325"
"World Kitchen (Corning Revere)","Tools_Tool Sets_Specialty Tool Sets","World Kitchen (Corning Revere) PYREX ROUND W/LID RED4C (Pack of 4)","$56.72","https://www.sears.com/pyrex-simply-store-glass-storage-4-cup/p-SPM14062238324"
"IdeaStream Consumer Products  LLC","Tools_Tool Sets_Specialty Tool Sets","IdeaStream Consumer Products  LLC Vaultz VZ03492 Locking Storage Clipboard - Tactical Black","$44.43","https://www.sears.com/vaultz-3257452-locking-storage-clipboard-8-1-2-x/p-A015134108"
"Fulham Lighting","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","Fulham Lighting dewalt dw2166 45 piece screwdriving set with tough case","$33.54","https://www.sears.com/dewalt-dw2166-45piece-screwdriving-set-new/p-A029992648"
"Everything Epic","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","Everything Epic Comoware Concrete Drill Bit -7Pcs Masonry Drill Bit Set Carbon Steel Carbide Tip Triangle Shank Best For Brick, Masonry, Concret","$14.27","https://www.sears.com/comoware-masonry-drill-bit-set-7pcs/p-A046841822"
"Powerbuilt","Tools_Tool Sets_Mechanics Tool Sets","Powerbuilt 12 Blade Valve Tappet Feeler Gauge - 648393","$11.95","https://www.sears.com/powerbuilt-648393-12-blade-valve-tappet-gauge/p-A026159748"
"GearWrench","Tools_Tool Sets_Specialty Tool Sets","GearWrench 232PC SAE/METRIC MASTER SET","$411.20","https://www.sears.com/kd-tools-232-piece-1-4inch-3-8inch-drive-metric/p-SPM15100420928"
"Milwaukee","Tools_Tool Sets_Mechanics Tool Sets","Milwaukee 2855P-20 M18 FUEL 18V 1/2"" Impact Wrench w/ Pin Detent - Bare Tool","$287.99","https://www.sears.com/milwaukee-2855p-20-m18-fuel-18v-1-2inch-impact/p-A119092623"
"DEKOPRO","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","DEKOPRO 208 Piece Tool Set,General Household Hand Tool Kit with Plastic Toolbox Storage Case","$85.70","https://www.sears.com/dekopro-208-piece-tool-set-general-household-hand-tool/p-A103325992"
"DEKOPRO","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","DEKOPRO 208 Piece Tool Set,General Household Hand Tool Kit with Plastic Toolbox Storage Case","$85.70","https://www.sears.com/dekopro-208-piece-tool-set-general-household-hand-tool/p-A103325992"
"Great Choice Products","Tools_Tool Sets_Mechanics Tool Sets","Great Choice Products Large Heavy Duty Universal Generator Cover 600D Waterproof 382830"" 5500-15000W","$38.99","https://www.sears.com/great-choice-products-large-heavy-duty-universal-generator-cover-600d-waterproof-382830inch-5500-15000w/p-A120279111"
"Bondo","Tools_Tool Sets_Auto Body Tool Sets","Bondo Body BND-312 Autobody Filler Kit","$35.33","https://www.sears.com/bondo-automotive-body-filler-repair-kit-quart/p-9990000082455011P"
"Cartman","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","Cartman Pink 39piece Tool Set General Household Hand Tool Kit with Plastic Toolbox Storage Case","$31.41","https://www.sears.com/cartman-pink-39piece-tool-set-general-household-hand/p-A108844785"
"Rotation","Tools_Tool Sets_Specialty Tool Sets","Rotation 6pcs magnetic tip screwdriver set, 3 phillips and 3 flat, professional cushion grip | 6-piece hand tools set","$28.99","https://www.sears.com/rotation-6pcs-magnetic-tip-screwdriver-set-3-phillips/p-A116132840"
"Ullman Devices","Tools_Tool Sets_Mechanics Tool Sets","Ullman Devices ullman 758-21X Retrieving Pneumatic Tool","$26.18","https://www.sears.com/ullman-devices-corp-pick-up-tool-ull21x/p-SPM17339930407"
"GCP Products","Tools_Tool Sets_Specialty Tool Sets","GCP Products 6Pcs Wire Brush Set Brass/Stainless Steel Wire Scratch Brush Set 2 Sizes","$36.99","https://www.sears.com/gcp-products-6pcs-wire-brush-set-brass-stainless-steel-wire-scratch-brush-set-2-sizes/p-A120149793"
"Ridgid","Tools_Tool Sets_Electricians Tool Sets","Ridgid R67053 18V Lithium-Ion RP 340-B Cordless Press Tool Kit with ProPress Tool Jaws","$4,926.17","https://www.sears.com/ridgid-67053-18v-brushless-lithium-ion-cordless-press/p-A089790026"
"Craftsman","Tools_Tool Sets_Specialty Tool Sets","craftsman 912757 extreme grip 5 piece socket set","$68.45","https://www.sears.com/craftsman-912757-extreme-grip-5-piece-socket/p-A116130137"
"General Finishes","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","general finishes qths high performance water based topcoat, 1 quart, satin","$63.60","https://www.sears.com/general-finishes-general-finishes-qths-high-performance-water/p-A046840821"
"Giant","Tools_Tool Sets_Home Owner Tool Sets","Giant Garage Door Remote Control, Compatible Liftmaster Chamberlain Craftsman Garage Door Opener with Purple/Yellow/Orange/Red/Green","$38.93","https://www.sears.com/giant-garage-door-remote-control-compatible-liftmaster-chamberlain/p-A110227358"
"GCP Products","Tools_Tool Sets_Mechanics Tool Sets","GCP Products Hot Water Hybrid Heat Kit - Easily Converts Any 6-Gallon Rv Lp Gas Water Heater To 120V Electricity To Conserve Pr…","$147.99","https://www.sears.com/camco-hot-water-hybrid-heat-kit-easily-converts/p-A108147785"
"Teng Tools","Tools_Tool Sets_Mechanics Tool Sets","Teng Tools Free Toolbox Mega Bundle 1 - TC806SV","$1,263.99","https://www.sears.com/teng-tools-free-toolbox-mega-bundle-1-tc806sv/p-A030988943"
"KOBALT","Tools_Tool Sets_Home Owner Tool Sets","KOBALT 106-piece Power Tool Accessories Set","$77.77","https://www.sears.com/kobalt-106-pc-drill-drive-set-wood/p-A069364512"
"CargoLoc","Tools_Tool Sets_Specialty Tool Sets","CargoLoc 32540 16 in. Rooftop Cross Bar Pads - 2 Piece","$27.79","https://www.sears.com/cargoloc-2-piece-60inch-collapsible-aluminum-roof/p-A116287045"
"Lisle","Tools_Tool Sets_Specialty Tool Sets","Lisle 40200 Red 3/8"" Magnetic Socket Holder","$25.10","https://www.sears.com/lisle-40200-red-3-8inch-magnetic-socket-holder/p-A017137815"
"Oneway","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","Oneway neiko 53942a high visibility safety vest, x-large, neon yellow","$24.53","https://www.sears.com/neiko-53942a-high-visibility-safety-vest-ansi/p-SPM8778112023"
"Makita","Tools_Tool Sets_Woodworking & Carpenters Tools Sets","makita rf1101kit2 2-1/4-horsepower variable speed plunge router kit","$317.78","https://www.sears.com/makita-2-1-4-hp-two-base-router-kit/p-SPM11589065625"
"Craftsman","Tools_Tool Sets_Specialty Tool Sets","craftsman 58 piece mechanics tool set with storage case 20058","$152.42","https://www.sears.com/craftsman-58-piece-mechanics-tool-set-with/p-A027271876"
